Date,"ETF Net Asset (Total)","Shares Outstanding","Net Asset Value (per Share)","ETF Dividend (per Share)","Total Return","ETF Net Asset Value (per Share) (Dividend-included)","Percent of Stocks in ETF","Percent of Bonds in ETF","Percent of REITs in ETF","Percent of Futures in ETF"
20070703,1213302446868,,18401.4,0,0.000190239103375,18947.635338041,,,,
20070704,1214543813235,,18420.2,0,0.001021661395328,18966.993405599,,,,
20070705,1218038690270,,18473.2,0,0.002877276033919,19021.56668116,,,,
20070706,1212684265518,,18392,0,-0.004395556806618,18937.956304262,,,,
20070708,1205020524375,,18275.8,116,-0.000010874293171,18937.750367373,,,,
20070709,1213048477706,,18397.5,0,0.006659079219514,19063.858347309,,,,
20070710,1181383457089,,18388,0,-0.000516374507406,19054.014256846,,,,
20070711,1154203427325,,18183.4,0,-0.011126821840331,18842.003634867,,,,
20070712,1119872737992,,18117.4,0,-0.003629684217473,18773.613111648,,,,
20070713,989949368248,,18373.8,0,0.014152141035689,19039.299932153,,,,
20070717,1010875813993,,18351.5,0,-0.001213684703219,19016.192225066,,,,
20070718,999685501371,,18148.4,0,-0.011067215214016,18805.73593316,,,,
20070719,1010560530675,,18249.9,0,0.005592779528773,18910.91226811,,,,
20070720,1012860010163,,18291.5,0,0.002279464545011,18954.019022139,,,,
20070723,1002010014060,,18095.5,0,-0.010715359593254,18750.91989258,,,,
20070724,991061941473,,18134.1,0,0.002133127020529,18790.917986462,,,,
20070725,961462399221,,17989.4,0,-0.007979442045649,18640.976945405,,,,
20070726,953093901431,,17832.8,0,-0.008705126352186,18478.704885767,,,,
20070727,930610658376,,17412.1,0,-0.0235913597416,18042.767111248,,,,
20070730,930888765188,,17417.3,0,0.000298642897755,18048.155455501,,,,
20070731,928709199639,,17376.5,0,-0.002342498550292,18005.877677511,,,,
20070801,932565397113,,16996.2,0,-0.021885880355653,17611.803192963,,,,
20070802,962740965060,,17110,0,0.006695614313787,17729.725034513,,,,
20070803,965798697905,,17105.7,0,-0.000251315020456,17725.269288304,,,,
20070806,972337938873,,17039.6,0,-0.003864209006355,17656.77514308,,,,
20070807,990851669183,,17047.1,0,0.000440151177257,17664.546793446,,,,
20070808,990121359039,,17155.3,0,0.006347120624622,17776.665802723,,,,
20070809,998326327142,,17297.4,0,0.008283154477042,17923.912671653,,,,
20070810,975521393052,,16888.2,0,-0.023656734538139,17499.891427695,,,,
20070813,998007235542,,16924.2,0,0.002131665896898,17537.195349451,,,,
20070814,1004329839750,,16969,0,0.002647097056286,17583.618007636,,,,
20070815,982335311060,,16597.3,0,-0.021904649655254,17198.455015507,,,,
20070816,962841571143,,16268,0,-0.019840576479307,16857.227753446,,,,
20070817,910711504904,,15387.2,0,-0.054143103024343,15944.525134486,,,,
20070820,940707769712,,15848.8,0,0.02999896017469,16422.844309,,,,
20070821,950791747499,,16018.7,0,0.010720054515168,16598.898095287,,,,
20070822,932204023766,,16017.9,0,-0.00004994163072,16598.069119248,,,,
20070823,956553947320,,16436.3,0,0.026120777380305,17031.623587655,,,,
20070824,941568314249,,16368.4,0,-0.0041311000651,16961.264246343,,,,
20070827,974288022344,,16420.9,0,0.003207399623665,17015.665798904,,,,
20070828,973700321982,,16411,0,-0.000602890219172,17005.407220421,,,,
20070829,957289111393,,16134.4,0,-0.016854548778259,16718.78875493,,,,
20070830,959819179465,,16276.2,0,0.008788675128917,16865.724757846,,,,
20070831,984467072375,,16694.2,0,0.025681670168712,17298.864738233,,,,
20070903,981827113991,,16649.4,0,-0.002683566747733,17252.442080048,,,,
20070904,970034002784,,16544.2,0,-0.006318546013671,17143.431730917,,,,
20070905,964375550661,,16280.3,0,-0.015951209487313,16869.973260046,,,,
20070906,970245831578,,16379.4,0,0.006087111416865,16972.662666879,,,,
20070907,962198450760,,16243.5,0,-0.008297007216382,16831.840362251,,,,
20070910,939346730039,,15883.6,0,-0.022156554929665,16458.904766698,,,,
20070911,946050987464,,15997,0,0.007139439421793,16576.412120229,,,,
20070912,937441270874,,15916.3,0,-0.005044695880478,16492.789162293,,,,
20070913,938832735828,,15939.9,0,0.001482756670834,16517.243955444,,,,
20070914,956986355111,,16248.1,0,0.019335127572945,16836.606974476,,,,
20070918,937652865730,,15919.9,0,-0.020199284839459,16496.519554468,,,,
20070919,965656891752,,16503.4,0,0.036652240277891,17101.153952927,,,,
20070920,979512352483,,16535.8,0,0.001963231818897,17134.727482508,,,,
20070921,965545806283,,16433.8,0,-0.006168434548072,17029.033037533,,,,
20070925,975307207026,,16600,0,0.010113303070501,17201.252809639,,,,
20070926,977316494492,,16634.2,0,0.002060240963855,17236.691535307,,,,
20070927,1000759154940,,17033.2,0,0.023986726142525,17650.143334768,,,,
20070928,998006539605,,16986.3,0,-0.00275344621093,17601.54461448,,,,
20071001,1001583059276,,17047.2,0,0.003585242224616,17664.65041545,,,,
20071002,1013455991572,,17249.3,0,0.011855319348631,17874.070487307,,,,
20071003,1022506511974,,17403.3,0,0.008927898523418,18033.648374819,,,,
20071004,1016147776634,,17295.1,0,-0.006217211678245,17921.529365541,,,,
20071005,1014517605830,,17267.3,0,-0.001607391688976,17892.722448185,,,,
20071009,997573952316,,17362.4,0,0.00550751999444,17991.266974824,,,,
20071010,998608321047,,17380.4,0,0.001036723033681,18009.918935702,,,,
20071011,966598171440,,17663.2,0,0.016271202043681,18302.961965495,,,,
20071012,1043898894047,,17534,0,-0.007314642873319,18169.082335193,,,,
20071015,1045497812978,,17560.8,0,0.001528458993954,18196.8530325,,,,
20071016,1032289295197,,17339,0,-0.012630404081819,17967.019425682,,,,
20071017,1021336850678,,17155,0,-0.010611915335372,17776.354936708,,,,
20071018,1030369096490,,17306.7,0,0.008842902943748,17933.549518107,,,,
20071019,1012875944069,,17012.9,0,-0.016976084406617,17629.108067777,,,,
20071022,990324340748,,16634.1,0,-0.022265457388218,17236.587913302,,,,
20071023,991044311040,,16646.2,0,0.000727421381379,17249.126175892,,,,
20071024,985512089616,,16553.3,0,-0.005580853287838,17152.861333361,,,,
20071025,981056735018,,16478.4,0,-0.004524777536806,17075.248451708,,,,
20071026,994333704909,,16701.4,0,0.013532867268666,17306.325522585,,,,
20071029,1005891398113,,16895.6,0,0.011627767732046,17507.559456056,,,,
20071030,1015234980411,,16848.3,0,-0.002799545443785,17458.546247749,,,,
20071031,1020524728334,,16936.1,0,0.005211208252464,17549.526368032,,,,
20071101,1028592342727,,17069.9,0,0.007900284008715,17688.172610558,,,,
20071102,983119155942,,16714.6,0,-0.020814416018841,17320.003627228,,,,
20071105,968387969362,,16464.2,0,-0.01498091488878,17060.534127015,,,,
20071106,967251549042,,16444.8,0,-0.001178314160421,17040.431458069,,,,
20071107,958203679288,,16291,0,-0.009352500486476,16881.060814568,,,,
20071108,950473410542,,15963.7,0,-0.020090847707323,16541.905992604,,,,
20071109,939194377353,,15774.3,0,-0.01186441739697,16345.645915367,,,,
20071112,916021076065,,15385.1,0,-0.024673044128741,15942.349072384,,,,
20071113,901126306564,,15314,0,-0.004621354427336,15868.673826916,,,,
20071114,927021579595,,15690,0,0.024552696878673,16258.292565255,,,,
20071115,920885022266,,15586.1,0,-0.006622052262588,16150.629302188,,,,
20071116,890272250984,,15342.7,0,-0.015616478785585,15898.413342316,,,,
20071119,883710645225,,15229.6,0,-0.007371583880282,15781.2168548,,,,
20071120,893575040199,,15399.6,0,0.011162473078741,15957.374263091,,,,
20071121,871730153856,,15023.2,0,-0.024442193303723,15567.341036733,,,,
20071122,874708878047,,15074.5,0,0.003414718568613,15620.499125235,,,,
20071126,890929000093,,15322.3,0,0.016438356164383,15877.274453321,,,,
20071127,896077349807,,15410.8,0,0.005775895263765,15968.979927638,,,,
20071128,892028561408,,15341.2,0,-0.004516313234875,15896.859012243,,,,
20071129,913094702740,,15703.5,0,0.023616144760514,16272.281535914,,,,
20071130,922860886788,,15871.5,0,0.010698251982042,16446.366504107,,,,
20071203,927427273635,,15819.1,0,-0.003301515294711,16392.068573552,,,,
20071204,918642963175,,15669.3,0,-0.009469565272361,16236.842810245,,,,
20071205,926234232381,,15798.8,0,0.008264568295967,16371.033306562,,,,
20071206,941882279547,,16065.7,0,0.016893688128212,16647.600437579,,,,
20071207,946731813562,,16148.4,0,0.005147612615696,16733.295835613,,,,
20071210,944826781025,,16115.9,0,-0.002012583289986,16699.618684028,,,,
20071211,963654235231,,16237.2,0,0.007526728262151,16825.312175944,,,,
20071212,956915265419,,16123.7,0,-0.006990121449511,16707.701200408,,,,
20071213,933262564285,,15725.1,0,-0.024721372885877,16294.663888967,,,,
20071214,931942691159,,15702.9,0,-0.001411755728104,16271.659803884,,,,
20071217,916106640667,,15436.1,0,-0.016990492202078,15995.196294872,,,,
20071218,913595554277,,15393.8,0,-0.002740329487371,15951.364186808,,,,
20071219,902994530278,,15215.1,0,-0.011608569683899,15766.191664093,,,,
20071220,884851721297,,15216.1,0,0.000065724181898,15767.227884141,,,,
20071221,903612893669,,15443,0,0.014911836804437,16002.346213208,,,,
20071225,921780727812,,15753.5,0,0.020106196982451,16324.092538352,,,,
20071226,927722232905,,15855,0,0.006443012663852,16429.268873303,,,,
20071227,922518936477,,15766.1,0,-0.00560706401766,16337.148910967,,,,
20071228,907378687388,,15507.3,0,-0.016414966288429,16068.975162344,,,,
20080104,871031916087,,14886.2,0,-0.040052104492723,15425.378890051,,,,
20080107,859773407002,,14693.7,0,-0.012931439857049,15225.906530662,,,,
20080108,861424642082,,14722,0,0.001925995494667,15255.231558042,,,,
20080109,865572023728,,14792.8,0,0.004809129194402,15328.595937496,,,,
20080110,853134217144,,14580.3,0,-0.014365096533449,15108.399177131,,,,
20080111,836792593608,,14301,0,-0.019155984444765,14818.982917509,,,,
20080115,828633736950,,14161.6,0,-0.009747570099993,14674.53384271,,,,
20080116,784661111517,,13690.3,0,-0.033280137837533,14186.163333723,,,,
20080117,800749615559,,13971,0,0.020503568219834,14477.030301414,,,,
20080118,808609279956,,14049.2,0,0.005597308710901,14558.062709228,,,,
20080121,780822446851,,13510.1,0,-0.038372291660736,13999.436480934,,,,
20080122,737938784354,,12752.2,0,-0.056098770549441,13214.085305969,,,,
20080123,753478797581,,13010,0,0.020216119571524,13481.222834542,,,,
20080124,771075680103,,13275.4,0,0.020399692544196,13756.235635487,,,,
20080125,806738896496,,13815.3,0,0.040669207707489,14315.69083982,,,,
20080128,774944563066,,13270.8,0,-0.039412824911512,13751.469023262,,,,
20080129,797923916500,,13664.3,0,0.029651565843807,14159.221612455,,,,
20080130,790052974746,,13529.6,0,-0.009857804644219,14019.642771885,,,,
20080131,804592745533,,13778.6,0,0.018404091769158,14277.66156403,,,,
20080201,805554875060,,13682.5,0,-0.00697458377484,14178.080817342,,,,
20080204,835463700138,,14047.3,0,0.026661794262744,14556.093891135,,,,
20080205,811893104160,,13932.3,0,-0.00818662661152,14436.928585526,,,,
20080206,805851883671,,13281.4,0,-0.046718775794378,13762.452955779,,,,
20080207,806012217933,,13390,0,0.008176848826177,13874.986453076,,,,
20080208,794503774389,,13198.8,0,-0.01427931292009,13676.861179751,,,,
20080212,794769425124,,13203.2,0,0.000333363639118,13681.420547965,,,,
20080213,797574843104,,13249.8,0,0.003529447406689,13729.708402238,,,,
20080214,831401869883,,13811.8,0,0.042415734577125,14312.064069649,,,,
20080215,831229398876,,13808.9,0,-0.000209965391912,14309.059031507,,,,
20080218,831992011369,,13821.6,0,0.000919696717334,14322.219026127,,,,
20080219,839413844937,,13944.9,0,0.008920819586733,14449.984958141,,,,
20080220,812281410767,,13494.1,0,-0.032327230743857,13982.856960154,,,,
20080221,831852216635,,13874.6,0,0.028197508540769,14377.138688712,,,,
20080222,820508581328,,13685.4,0,-0.013636429158319,14181.085855484,,,,
20080225,845493452925,,14102.1,0,0.030448507168223,14612.878749808,,,,
20080226,840332980025,,14016,0,-0.006105473652861,14523.660203608,,,,
20080227,852797106867,,14223.9,0,0.014833047945205,14739.090351748,,,,
20080228,841321991971,,14117.3,0,-0.007494428391651,14628.629294549,,,,
20080229,821964885218,,13792.5,0,-0.023007232261127,14292.065022708,,,,
20080303,785296967368,,13177.2,0,-0.044611201740077,13654.478826697,,,,
20080304,785297648098,,13177.2,0,0,13654.478826697,,,,
20080305,784079841083,,13156.8,0,-0.00154812858574,13633.339937702,,,,
20080306,749471631538,,13401.6,0,0.018606348048157,13887.006605642,,,,
20080307,725117966565,,12966.1,0,-0.032496119866285,13435.732774401,,,,
20080310,710997145358,,12713.6,0,-0.019473858754753,13174.087212086,,,,
20080311,718091293592,,12840.5,0,0.009981437201107,13305.583536275,,,,
20080312,729505840236,,13044.6,0,0.015895019664343,13517.07604823,,,,
20080313,705428917219,,12614.1,0,-0.033002161814084,13070.983317233,,,,
20080314,694628478012,,12421,0,-0.015308266146614,12870.889225815,,,,
20080317,653281511807,,11963.8,0,-0.036808630545045,12397.129419516,,,,
20080318,662982586205,,12141.5,0,0.014853140306591,12581.265722183,,,,
20080319,721329656610,,12439.7,0,0.024560392043816,12890.266540727,,,,
20080321,729426031121,,12663.1,0,0.017958632442904,13121.758099623,,,,
20080324,716513650518,,12660.4,0,-0.000213217932418,13118.960305491,,,,
20080325,762659993907,,12927.8,0,0.02112097564058,13396.045546533,,,,
20080326,766405936121,,12991.3,0,0.004911895295409,13461.84551963,,,,
20080327,760338851829,,12888.5,0,-0.007912987922687,13355.322098616,,,,
20080328,773158623640,,13105.8,0,0.016859991465259,13580.492715215,,,,
20080331,755625482399,,12808.6,0,-0.022676982709946,13272.528116719,,,,
20080401,763374839099,,12940,0,0.010258732414159,13408.687431128,,,,
20080402,795060789683,,13477.1,0,0.041506955177743,13965.241219324,,,,
20080403,806968955536,,13678.9,0,0.01497354772169,14174.350425167,,,,
20080404,801221095626,,13581.5,0,-0.00712045559219,14073.422592416,,,,
20080407,810534491837,,13739.4,0,0.011626109045392,14237.041738118,,,,
20080408,798656457999,,13538,0,-0.014658573154578,14028.347020295,,,,
20080409,742905113161,,13398.6,0,-0.010296941941203,13883.897945496,,,,
20080410,717820335187,,13230.9,0,-0.012516233039273,13710.123843316,,,,
20080411,738463702547,,13611.4,0,0.028758436689869,14104.405571875,,,,
20080414,716287881421,,13202.7,0,-0.030026301482581,13680.902437941,,,,
20080415,720272015904,,13276.1,0,0.005559468896513,13756.960989521,,,,
20080416,738376375925,,13432.5,0,0.011780568088519,13919.025805149,,,,
20080417,752314844689,,13686.1,0,0.018879583100688,14181.811209518,,,,
20080418,756631287676,,13764.6,0,0.005735746487311,14263.154483347,,,,
20080421,768788302387,,13985.8,0,0.016070209087078,14492.366358135,,,,
20080422,759247210264,,13836.2,0,-0.010696563657424,14337.347838839,,,,
20080423,761967098651,,13867.7,0,0.00227663664879,14369.988770375,,,,
20080424,761167978005,,13829.1,0,-0.002783446425868,14329.990676493,,,,
20080425,779076538970,,14154.5,0,0.023530092341511,14667.176680363,,,,
20080428,780772111617,,14185.3,0,0.002175986435409,14699.092257866,,,,
20080430,778326650179,,14140.8,0,-0.003137050326747,14652.980465695,,,,
20080501,773755235656,,14057.8,0,-0.00586954062005,14566.974201647,,,,
20080502,789390210055,,14341.9,0,0.020209421104298,14861.364317504,,,,
20080507,792314294143,,14395,0,0.003702438310126,14916.387602093,,,,
20080508,783498935748,,14234.8,0,-0.011128864188955,14750.38515028,,,,
20080509,764575140301,,13945.5,0,-0.020323432714194,14450.60669017,,,,
20080512,769416192501,,14033.8,0,0.006331791617367,14542.104920477,,,,
20080513,760674739323,,14245.7,0,0.015099260357137,14761.679948812,,,,
20080514,769524719259,,14411.4,0,0.011631580055736,14933.381610893,,,,
20080515,776677785947,,14545.4,0,0.009298194484921,15072.235097429,,,,
20080516,774942945160,,14512.9,0,-0.002234383378938,15038.557945844,,,,
20080519,778664975011,,14563,0,0.003452101234074,15090.472570287,,,,
20080520,772772913767,,14452.8,0,-0.007567122158896,14976.281120913,,,,
20080521,760199363150,,14217.7,0,-0.016266744160301,14732.665787446,,,,
20080522,762999378525,,14270,0,0.003678513402308,14786.860095997,,,,
20080523,764809042453,,14303.9,0,0.002375613174491,14821.98795565,,,,
20080526,740805072325,,13979.9,0,-0.02265116506687,14486.252659848,,,,
20080527,751643758634,,14184.4,0,0.014628144693452,14698.159659822,,,,
20080528,741844237501,,13999.5,0,-0.013035447392911,14506.562572804,,,,
20080529,763949118274,,14416.6,0,0.029793921211471,14938.769955147,,,,
20080530,775348357370,,14631.8,0,0.014927236657741,15161.764509643,,,,
20080602,770180222331,,14733.6,0,0.006957448844298,15267.251710608,,,,
20080603,758039900985,,14501.4,0,-0.015759895748494,15026.641415283,,,,
20080604,769937070380,,14729,0,0.015695036341318,15262.485098384,,,,
20080605,764971797009,,14634,0,-0.006449860818793,15164.04419375,,,,
20080606,772760870353,,14783,0,0.010181768484351,15318.440981018,,,,
20080609,773859396538,,14473,0,-0.020970033146182,14997.212765898,,,,
20080610,767977862394,,14311.8,0,-0.011137981068196,14830.174094036,,,,
20080611,776730835369,,14475,0,0.011403177797342,14999.285205995,,,,
20080612,776400675612,,14178.3,0,-0.020497409326425,14691.838717524,,,,
20080613,785175466968,,14263.8,0,0.006030342142569,14780.435531694,,,,
20080616,806237291461,,14646.5,0,0.026830157461546,15176.99694436,,,,
20080617,808702048865,,14640.4,0,-0.00041648175332,15170.676002062,,,,
20080618,814500167401,,14745.3,0,0.007165104778557,15279.375485179,,,,
20080619,796567322668,,14420.7,0,-0.022013794225957,14943.018457347,,,,
20080620,793594368524,,14231.4,0,-0.013126963323556,14746.862002114,,,,
20080623,788833512982,,14146,0,-0.006000815099007,14658.368809949,,,,
20080624,788385932246,,14138,0,-0.000565530892125,14650.079049559,,,,
20080625,787791500271,,14127.3,0,-0.000756825576461,14638.991495037,,,,
20080626,787360122417,,14119.6,0,-0.000545043992837,14631.012600661,,,,
20080627,771760847256,,13839.8,0,-0.019816425394488,14341.078231014,,,,
20080630,768214314647,,13776.2,0,-0.004595442130667,14275.174635913,,,,
20080701,769817977641,,13757.9,0,-0.00132837792715,14256.21180902,,,,
20080702,759858373147,,13579.9,0,-0.012938021064262,14071.764640338,,,,
20080703,758672844668,,13558.7,0,-0.001561130788887,14049.796775304,,,,
20080704,757121137657,,13531,0,-0.002042968721191,14021.093479953,,,,
20080707,763984587306,,13653.6,0,0.009060675485921,14148.134057933,,,,
20080708,734282003146,,13122.8,201.8,-0.024096209058417,13807.217661886,,,,
20080709,742355504658,,13141.9,0,0.001455482061755,13827.313819516,,,,
20080710,755957303554,,13157,0,0.001148996720413,13843.201357747,,,,
20080711,754363084072,,13129.2,0,-0.002112943680171,13813.951452925,,,,
20080714,758990222333,,13099.3,0,-0.002277366480822,13782.492022918,,,,
20080715,753418846579,,12842,0,-0.019642270961044,13511.772580085,,,,
20080716,753782193941,,12848.2,0,0.000482790842547,13518.295940154,,,,
20080717,754996409818,,12976.1,0,0.009954701825936,13652.866545433,,,,
20080718,750060332189,,12891.3,0,-0.006535091437335,13563.643814177,,,,
20080722,765929080354,,13274.6,0,0.029733230938695,13966.934768074,,,,
20080723,773354519533,,13403.2,0,0.009687674204872,14102.241881747,,,,
20080724,790207600812,,13695.3,0,0.021793303091798,14409.57631335,,,,
20080725,777870877659,,13425.1,0,-0.019729396216221,14125.284072956,,,,
20080728,779008258770,,13444.8,0,0.001467400615265,14146.011523496,,,,
20080729,767673586282,,13249.1,0,-0.014555813399977,13940.104819406,,,,
20080730,779816132422,,13458.7,0,0.015819942486659,14160.636475907,,,,
20080731,780337127223,,13467.7,0,0.000668712431364,14170.105869554,,,,
20080801,763878716155,,13183.7,0,-0.021087490811349,13871.293892234,,,,
20080804,754457443102,,13021.1,0,-0.012333411712949,13700.21351367,,,,
20080805,753373062780,,13002.3,0,-0.001443810430763,13680.433002495,,,,
20080806,773203332887,,13344.6,0,0.026326111534113,14040.585607554,,,,
20080807,765626220064,,13213.8,0,-0.009801717548672,13902.963753211,,,,
20080808,768153111332,,13257.4,0,0.003299580741346,13948.837704659,,,,
20080811,788362516905,,13521.3,0,0.019905863894881,14226.501369499,,,,
20080812,780890411004,,13393.1,0,-0.009481336853705,14091.615117765,,,,
20080813,764428657078,,13110.8,0,-0.021078017785278,13794.59180369,,,,
20080814,760537325211,,13044.1,0,-0.00508740885377,13724.413075214,,,,
20080815,764227743432,,13107.4,0,0.004852768684692,13791.014477201,,,,
20080818,772782010191,,13254.1,0,0.011192150998672,13945.365593654,,,,
20080819,755154135110,,12951.7,0,-0.022815581593621,13627.1939671,,,,
20080820,749658061468,,12938.2,0,-0.001042334210953,13612.989876628,,,,
20080821,750706154340,,12838,0,-0.007744508509685,13507.563960687,,,,
20080822,745631916276,,12751.3,0,-0.006753388378253,13416.342135216,,,,
20080825,758128567004,,12965,0,0.016759075545238,13641.187626601,,,,
20080826,752489168021,,12868.5,0,-0.007443116081759,13539.654683603,,,,
20080827,750970277261,,12842.6,0,-0.002012666588958,13512.403872995,,,,
20080828,751865079327,,12857.9,0,0.001191347546446,13528.501842196,,,,
20080829,766590091159,,13164.3,0,0.023829707806095,13850.88208815,,,,
20080901,752591684598,,12923.9,0,-0.018261510296788,13597.944062277,,,,
20080902,736341337265,,12697.7,0,-0.017502456688771,13359.946635271,,,,
20080903,741011856738,,12778.3,0,0.006347606259401,13444.750316158,,,,
20080904,733310634663,,12645.5,0,-0.010392618736452,13305.024152116,,,,
20080905,713150545536,,12297.8,0,-0.027495947174885,12939.189910869,,,,
20080908,737191584202,,12712.4,0,0.033713347102733,13375.413311562,,,,
20080909,724128145599,,12487.1,0,-0.017722853277116,13138.36282392,,,,
20080910,720971362323,,12432.7,0,-0.004356495903773,13081.125600096,,,,
20080911,706723561124,,12187,0,-0.019762400765723,12822.61115352,,,,
20080912,713269665689,,12299.9,0,0.009263969803889,12941.399436053,,,,
20080916,679085174768,,11690.8,0,-0.049520727810796,12300.531917089,,,,
20080917,676933336541,,11831.6,0,0.012043658261196,12448.67531993,,,,
20080918,661933368472,,11569.5,0,-0.022152540653843,12172.905533819,,,,
20080919,701331323445,,12003.6,0,0.037521068326202,12629.645954081,,,,
20080922,711297369026,,12174.2,0,0.014212402945783,12809.143571443,,,,
20080924,816291693696,,12198.7,0,0.002012452563618,12834.921365262,,,,
20080925,814645478285,,12174.1,0,-0.002016608327117,12809.038355958,,,,
20080926,807007287580,,12059.9,0,-0.009380570226958,12688.882272121,,,,
20080929,796922344998,,11909.2,0,-0.012495957677925,12530.322536268,,,,
20080930,764334425654,,11422.2,0,-0.040892755180869,12017.923124455,,,,
20081001,771657247475,,11531.7,0,0.009586594526448,12133.134080499,,,,
20081002,757274907505,,11316.7,0,-0.018644258869031,11906.92078781,,,,
20081003,745384314613,,11098.7,0,-0.019263566233973,11677.551030571,,,,
20081006,713940013567,,10630.5,0,-0.042185120779912,11184.932129933,,,,
20081007,705036613665,,10311.2,0,-0.030036216546729,10848.979086418,,,,
20081008,639474721050,,9352.4,0,-0.092986267359765,9840.173016508,,,,
20081009,636319473219,,9306.2,0,-0.004939908472692,9791.563462451,,,,
20081010,577720912324,,8419.3,0,-0.095302056693388,8858.407326235,,,,
20081014,658601131302,,9598,0,0.13999976245056,10098.582247599,,,,
20081015,665492632473,,9698.4,0,0.010460512606793,10204.21859451,,,,
20081016,596536953906,,8602.1,0,-0.113039264208529,9050.741232764,,,,
20081017,612967525764,,8839,0,0.027539786796247,9299.996716662,,,,
20081020,634721615599,,9152.7,0,0.035490440095033,9630.057693019,,,,
20081021,655702997494,,9455.3,0,0.033061282463098,9948.439750544,,,,
20081022,611613125471,,8819.5,0,-0.067242710437533,9279.479697093,,,,
20081023,596691233889,,8604.3,0,-0.024400476217473,9053.055973433,,,,
20081024,540011904339,,7787,0,-0.094987390025918,8193.129814758,,,,
20081027,507833224633,,7297.5,0,-0.062861178887891,7678.100015821,,,,
20081028,539988360895,,7759.5,0,0.063309352517985,8164.195556391,,,,
20081029,581311767642,,8353.4,0,0.076538436754945,8789.070321639,,,,
20081030,638603591291,,9176.6,0,0.098546699547489,9655.204193927,,,,
20081031,606868373560,,8720.6,0,-0.049691606913236,9175.421582455,,,,
20081104,642213394313,,9260.8,0,0.061945278994564,9743.795632273,,,,
20081105,670604038002,,9670.2,0,0.044207843814789,10174.547827748,,,,
20081106,627172416560,,9043.9,0,-0.064765982089306,9515.583245369,,,,
20081107,598676188320,,8724.7,0,-0.035294507900353,9179.735417339,,,,
20081110,633092849999,,9226.2,0,0.057480486435063,9707.391074473,,,,
20081111,614293769937,,8952.3,0,-0.029687195161606,9419.205861135,,,,
20081112,606432756777,,8837.7,0,-0.012801179585135,9298.628915358,,,,
20081113,574869985233,,8377.7,0,-0.052049741448567,8814.637684487,,,,
20081114,571572658475,,8602.8,0,0.026868949711734,9051.477741159,,,,
20081117,575586228924,,8663.2,0,0.007020969916771,9115.027894082,,,,
20081118,562603694747,,8467.8,0,-0.022555175916521,8909.436836447,,,,
20081119,558911329042,,8412.3,0,-0.006554240770921,8851.042242287,,,,
20081120,520791787673,,7838.5,0,-0.068209645400188,8247.315789519,,,,
20081121,534678352209,,8047.5,0,0.026663264655227,8467.21615311,,,,
20081125,562311281049,,8463.4,0,0.051680646163404,8904.807355108,,,,
20081126,554905429332,,8352,0,-0.013162558782523,8787.597304849,,,,
20081127,565611829088,,8513.1,0,0.019288793103448,8957.099451139,,,,
20081128,574893036445,,8652.8,0,0.016410003406514,9104.085483645,,,,
20081201,567192469344,,8536.9,0,-0.013394508136095,8982.140736562,,,,
20081202,530747655551,,8000.1,0,-0.062879968138318,8417.344013233,,,,
20081203,536165917909,,8141.3,0,0.017649779377757,8565.908278014,,,,
20081204,530870138941,,8060.9,0,-0.009875572697236,8481.315028096,,,,
20081205,530426840538,,8054.1,0,-0.000843578260492,8474.160375118,,,,
20081208,547222476056,,8468,0,0.051389975292087,8909.647267417,,,,
20081209,551563202854,,8535.1,0,0.007923948984411,8980.246857833,,,,
20081210,568744669840,,8801,0,0.031153706459209,9260.014832373,,,,
20081211,572661974439,,8861.6,0,0.006885581183956,9323.775416266,,,,
20081212,541153574958,,8374,0,-0.055023923444977,8810.744711543,,,,
20081215,569017387978,,8805.2,0,0.051492715548125,9264.433882742,,,,
20081216,562732399199,,8708,0,-0.011038931540454,9162.164431349,,,,
20081217,561370023440,,8752.7,0,0.005133210840606,9209.195753131,,,,
20081218,568105511754,,8807.7,0,0.006283775292195,9267.064269866,,,,
20081219,566176251805,,8728.4,0,-0.009003485586476,9183.628390283,,,,
20081222,574993002745,,8864.4,0,0.01558132074607,9326.721449845,,,,
20081224,561501142853,,8656.4,0,-0.023464645097243,9107.873241104,,,,
20081225,567720271677,,8752.2,0,0.011066956240469,9208.669675707,,,,
20081226,576853658377,,8893,0,0.016087383743515,9356.813078547,,,,
20081229,577343347110,,8900.6,0,0.000854604745305,9364.809455405,,,,
20081230,584673465966,,9013.6,0,0.012695773318652,9483.702953423,,,,
20090105,596632279031,,9198,0,0.020457974616135,9677.720307711,,,,
20090106,599089854554,,9235.8,0,0.004109589041095,9717.49176103,,,,
20090107,629950316441,,9395.2,0,0.017258927217999,9885.205244076,,,,
20090108,605467211057,,9030,0,-0.03887091280654,9500.958292958,,,,
20090109,602790597638,,8990.1,0,-0.004418604651163,9458.977314455,,,,
20090113,574244810399,,8564.4,0,-0.047352087296026,9011.074994929,,,,
20090114,569647559882,,8589,0,0.002872355331371,9036.958004233,,,,
20090115,541942799759,,8171.3,0,-0.048631971125859,8597.472923505,,,,
20090116,555741667330,,8379.4,0,0.025467183924222,8816.426347732,,,,
20090119,555475750597,,8406.1,0,0.003186385660071,8844.518882219,,,,
20090120,542770669755,,8213.8,0,-0.022876244631875,8642.189504618,,,,
20090121,527955580642,,8048.6,0,-0.020112493608318,8468.373523445,,,,
